SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Temperature (ºC),Turbidity (NTU)
6771,Pelakuru,CGWB,28,Andhra Pradesh,515,NELLORE,DORAVARISATRAM,DORAVARISATRAM,Pelakuru,-,-,-,-,-,-,13.82777778,79.98194444,25-05-2006 00:00,"",
6772,Pelakuru,CGWB,28,Andhra Pradesh,515,NELLORE,DORAVARISATRAM,DORAVARISATRAM,Pelakuru,-,-,-,-,-,-,13.82777778,79.98194444,25-05-2007 00:00,"",
6773,Pelakuru,CGWB,28,Andhra Pradesh,515,NELLORE,DORAVARISATRAM,DORAVARISATRAM,Pelakuru,-,-,-,-,-,-,13.82777778,79.98194444,25-05-2008 00:00,"",
6774,Pelakuru,CGWB,28,Andhra Pradesh,515,NELLORE,DORAVARISATRAM,DORAVARISATRAM,Pelakuru,-,-,-,-,-,-,13.82777778,79.98194444,25-05-2009 00:00,"",
6775,Pelakuru,CGWB,28,Andhra Pradesh,515,NELLORE,DORAVARISATRAM,DORAVARISATRAM,Pelakuru,-,-,-,-,-,-,13.82777778,79.98194444,25-05-2011 00:00,"",
6776,Pelakuru,CGWB,28,Andhra Pradesh,515,NELLORE,DORAVARISATRAM,DORAVARISATRAM,Pelakuru,-,-,-,-,-,-,13.82777778,79.98194444,25-05-2012 00:00,"",
6777,Pelakuru,CGWB,28,Andhra Pradesh,515,NELLORE,DORAVARISATRAM,DORAVARISATRAM,Pelakuru,-,-,-,-,-,-,13.82777778,79.98194444,25-05-2013 00:00,"",
6778,Pelakuru,CGWB,28,Andhra Pradesh,515,NELLORE,DORAVARISATRAM,DORAVARISATRAM,Pelakuru,-,-,-,-,-,-,13.82777778,79.98194444,25-05-2014 00:00,"",
6779,Penagaluru-Pz,CGWB,28,Andhra Pradesh,504,CUDDAPAH,PENAGALUR,PENAGALUR,Penagaluru-Pz,-,-,-,-,-,-,14.30555556,79.26222222,25-05-2018 00:00,"",
6780,Pendurti,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,PENDURTI,PENDURTI,Pendurti,-,-,-,-,-,-,17.81111111,83.20555556,25-05-2000 00:00,"",
6781,Pendurti,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,PENDURTI,PENDURTI,Pendurti,-,-,-,-,-,-,17.81111111,83.20555556,25-05-2002 00:00,"",
6782,Pendurti,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,PENDURTI,PENDURTI,Pendurti,-,-,-,-,-,-,17.81111111,83.20555556,25-05-2004 00:00,"",
6783,Pendurti,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,PENDURTI,PENDURTI,Pendurti,-,-,-,-,-,-,17.81111111,83.20555556,25-05-2005 00:00,"",
6784,Pendurti,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,PENDURTI,PENDURTI,Pendurti,-,-,-,-,-,-,17.81111111,83.20555556,25-05-2006 00:00,"",
6785,Pendurti,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,PENDURTI,PENDURTI,Pendurti,-,-,-,-,-,-,17.81111111,83.20555556,25-05-2007 00:00,"",
6786,Pendurti,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,PENDURTI,PENDURTI,Pendurti,-,-,-,-,-,-,17.81111111,83.20555556,25-05-2008 00:00,"",
6787,Pendurti,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,PENDURTI,PENDURTI,Pendurti,-,-,-,-,-,-,17.81111111,83.20555556,25-05-2009 00:00,"",
6788,Pendurti,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,PENDURTI,PENDURTI,Pendurti,-,-,-,-,-,-,17.81111111,83.20555556,25-05-2010 00:00,"",
6789,Pendurti,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,PENDURTI,PENDURTI,Pendurti,-,-,-,-,-,-,17.81111111,83.20555556,25-05-2011 00:00,"",
6790,Pendurti,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,PENDURTI,PENDURTI,Pendurti,-,-,-,-,-,-,17.81111111,83.20555556,25-05-2012 00:00,"",
6791,Pendurti,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,PENDURTI,PENDURTI,Pendurti,-,-,-,-,-,-,17.81111111,83.20555556,25-05-2013 00:00,"",
6792,Pendurti,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,PENDURTI,PENDURTI,Pendurti,-,-,-,-,-,-,17.81111111,83.20555556,25-05-2014 00:00,"",
6793,Pendurti,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,PENDURTI,PENDURTI,Pendurti,-,-,-,-,-,-,17.81111111,83.20555556,25-05-2015 00:00,"",
6794,Pendurti,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,PENDURTI,PENDURTI,Pendurti,-,-,-,-,-,-,17.81111111,83.20555556,25-05-2016 00:00,"",
6795,Pendurti,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,PENDURTI,PENDURTI,Pendurti,-,-,-,-,-,-,17.81111111,83.20555556,25-05-2017 00:00,"",
6796,Pendurti,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,PENDURTI,PENDURTI,Pendurti,-,-,-,-,-,-,17.81111111,83.20555556,25-05-2018 00:00,"",
6797,Pentapadu-DW14,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,PENTAPADU,PENTAPADU,Pentapadu,-,-,-,-,-,-,16.78583333,81.52638889,25-05-2014 00:00,"",
6798,Pentapadu-DW14,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,PENTAPADU,PENTAPADU,Pentapadu,-,-,-,-,-,-,16.78583333,81.52638889,25-05-2015 00:00,"",
6799,Pentapadu-DW14,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,PENTAPADU,PENTAPADU,Pentapadu,-,-,-,-,-,-,16.78583333,81.52638889,25-05-2016 00:00,"",
6800,Pentapadu-DW14,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,PENTAPADU,PENTAPADU,Pentapadu,-,-,-,-,-,-,16.78583333,81.52638889,25-05-2017 00:00,"",
6801,Pentapadu-DW14,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,PENTAPADU,PENTAPADU,Pentapadu,-,-,-,-,-,-,16.78583333,81.52638889,25-05-2018 00:00,"",
6802,Penubarti,CGWB,28,Andhra Pradesh,515,NELLORE,RAPUR,RAPUR,Penubarti,-,-,-,-,-,-,14.34583333,79.51111111,25-05-2001 00:00,"",
6803,Penubarti,CGWB,28,Andhra Pradesh,515,NELLORE,RAPUR,RAPUR,Penubarti,-,-,-,-,-,-,14.34583333,79.51111111,25-05-2002 00:00,"",
6804,Penubarti,CGWB,28,Andhra Pradesh,515,NELLORE,RAPUR,RAPUR,Penubarti,-,-,-,-,-,-,14.34583333,79.51111111,25-05-2005 00:00,"",
6805,Penubarti,CGWB,28,Andhra Pradesh,515,NELLORE,RAPUR,RAPUR,Penubarti,-,-,-,-,-,-,14.34583333,79.51111111,25-05-2006 00:00,"",
6806,Penubarti,CGWB,28,Andhra Pradesh,515,NELLORE,RAPUR,RAPUR,Penubarti,-,-,-,-,-,-,14.34583333,79.51111111,25-05-2007 00:00,"",
6807,Penubarti,CGWB,28,Andhra Pradesh,515,NELLORE,RAPUR,RAPUR,Penubarti,-,-,-,-,-,-,14.34583333,79.51111111,25-05-2008 00:00,"",
6808,Penubarti,CGWB,28,Andhra Pradesh,515,NELLORE,RAPUR,RAPUR,Penubarti,-,-,-,-,-,-,14.34583333,79.51111111,25-05-2009 00:00,"",
6809,Penubarti,CGWB,28,Andhra Pradesh,515,NELLORE,RAPUR,RAPUR,Penubarti,-,-,-,-,-,-,14.34583333,79.51111111,25-05-2010 00:00,"",
6810,Penubarti,CGWB,28,Andhra Pradesh,515,NELLORE,RAPUR,RAPUR,Penubarti,-,-,-,-,-,-,14.34583333,79.51111111,25-05-2011 00:00,"",
6811,Penubarti,CGWB,28,Andhra Pradesh,515,NELLORE,RAPUR,RAPUR,Penubarti,-,-,-,-,-,-,14.34583333,79.51111111,25-05-2012 00:00,"",
6812,Penubarti,CGWB,28,Andhra Pradesh,515,NELLORE,RAPUR,RAPUR,Penubarti,-,-,-,-,-,-,14.34583333,79.51111111,25-05-2013 00:00,"",
6813,Penubarti,CGWB,28,Andhra Pradesh,515,NELLORE,RAPUR,RAPUR,Penubarti,-,-,-,-,-,-,14.34583333,79.51111111,25-05-2014 00:00,"",
6814,Penubarti,CGWB,28,Andhra Pradesh,515,NELLORE,RAPUR,RAPUR,Penubarti,-,-,-,-,-,-,14.34583333,79.51111111,25-05-2015 00:00,"",
6815,Penuganchiprolu,CGWB,28,Andhra Pradesh,510,KRISHNA,PENUGANCHIPROLU,PENUGANCHIPROLU,Penuganchiprolu,-,-,-,-,-,-,16.90416667,80.24638889,25-05-2000 00:00,"",
6816,Penuganchiprolu,CGWB,28,Andhra Pradesh,510,KRISHNA,PENUGANCHIPROLU,PENUGANCHIPROLU,Penuganchiprolu,-,-,-,-,-,-,16.90416667,80.24638889,25-05-2001 00:00,"",
6817,Penuganchiprolu,CGWB,28,Andhra Pradesh,510,KRISHNA,PENUGANCHIPROLU,PENUGANCHIPROLU,Penuganchiprolu,-,-,-,-,-,-,16.90416667,80.24638889,25-05-2002 00:00,"",
6818,Penuganchiprolu,CGWB,28,Andhra Pradesh,510,KRISHNA,PENUGANCHIPROLU,PENUGANCHIPROLU,Penuganchiprolu,-,-,-,-,-,-,16.90416667,80.24638889,25-05-2004 00:00,"",
6819,Penuganchiprolu,CGWB,28,Andhra Pradesh,510,KRISHNA,PENUGANCHIPROLU,PENUGANCHIPROLU,Penuganchiprolu,-,-,-,-,-,-,16.90416667,80.24638889,25-05-2006 00:00,"",
6820,Penuganchiprolu,CGWB,28,Andhra Pradesh,510,KRISHNA,PENUGANCHIPROLU,PENUGANCHIPROLU,Penuganchiprolu,-,-,-,-,-,-,16.90416667,80.24638889,25-05-2008 00:00,"",
6821,Penuganchiprolu-DW14,CGWB,28,Andhra Pradesh,510,KRISHNA,PENUGANCHIPROLU,PENUGANCHIPROLU,Penuganchiprolu,-,-,-,-,-,-,16.90250000,80.25277778,25-05-2015 00:00,"",
6822,Penuganchiprolu-DW14,CGWB,28,Andhra Pradesh,510,KRISHNA,PENUGANCHIPROLU,PENUGANCHIPROLU,Penuganchiprolu,-,-,-,-,-,-,16.90250000,80.25277778,25-05-2016 00:00,"",
6823,Penuganchiprolu-DW14,CGWB,28,Andhra Pradesh,510,KRISHNA,PENUGANCHIPROLU,PENUGANCHIPROLU,Penuganchiprolu,-,-,-,-,-,-,16.90250000,80.25277778,25-05-2017 00:00,"",
6824,Penuganchiprolu-DW14,CGWB,28,Andhra Pradesh,510,KRISHNA,PENUGANCHIPROLU,PENUGANCHIPROLU,Penuganchiprolu,-,-,-,-,-,-,16.90250000,80.25277778,25-05-2018 00:00,"",
6825,Penukonda,CGWB,28,Andhra Pradesh,502,ANANTAPUR,PENUKONDA,PENUKONDA,Penukonda,-,-,-,-,-,-,14.07222222,77.58166667,25-05-2000 00:00,"",
6826,Penukonda,CGWB,28,Andhra Pradesh,502,ANANTAPUR,PENUKONDA,PENUKONDA,Penukonda,-,-,-,-,-,-,14.07222222,77.58166667,25-05-2001 00:00,"",
6827,Penukonda,CGWB,28,Andhra Pradesh,502,ANANTAPUR,PENUKONDA,PENUKONDA,Penukonda,-,-,-,-,-,-,14.07222222,77.58166667,25-05-2002 00:00,"",
6828,Penukonda,CGWB,28,Andhra Pradesh,502,ANANTAPUR,PENUKONDA,PENUKONDA,Penukonda,-,-,-,-,-,-,14.07222222,77.58166667,25-05-2004 00:00,"",
6829,Penukonda,CGWB,28,Andhra Pradesh,502,ANANTAPUR,PENUKONDA,PENUKONDA,Penukonda,-,-,-,-,-,-,14.07222222,77.58166667,25-05-2005 00:00,"",
6830,Penukonda,CGWB,28,Andhra Pradesh,502,ANANTAPUR,PENUKONDA,PENUKONDA,Penukonda,-,-,-,-,-,-,14.07222222,77.58166667,25-05-2006 00:00,"",
6831,Penukonda,CGWB,28,Andhra Pradesh,502,ANANTAPUR,PENUKONDA,PENUKONDA,Penukonda,-,-,-,-,-,-,14.07222222,77.58166667,25-05-2007 00:00,"",
6832,Penukonda,CGWB,28,Andhra Pradesh,502,ANANTAPUR,PENUKONDA,PENUKONDA,Penukonda,-,-,-,-,-,-,14.07222222,77.58166667,25-05-2008 00:00,"",
6833,Penukonda,CGWB,28,Andhra Pradesh,502,ANANTAPUR,PENUKONDA,PENUKONDA,Penukonda,-,-,-,-,-,-,14.07222222,77.58166667,25-05-2009 00:00,"",
6834,Penukonda,CGWB,28,Andhra Pradesh,502,ANANTAPUR,PENUKONDA,PENUKONDA,Penukonda,-,-,-,-,-,-,14.07222222,77.58166667,25-05-2010 00:00,"",
6835,Penukonda,CGWB,28,Andhra Pradesh,502,ANANTAPUR,PENUKONDA,PENUKONDA,Penukonda,-,-,-,-,-,-,14.07222222,77.58166667,25-05-2011 00:00,"",
6836,Penukonda,CGWB,28,Andhra Pradesh,502,ANANTAPUR,PENUKONDA,PENUKONDA,Penukonda,-,-,-,-,-,-,14.07222222,77.58166667,25-05-2012 00:00,"",
6837,Penukonda,CGWB,28,Andhra Pradesh,502,ANANTAPUR,PENUKONDA,PENUKONDA,Penukonda,-,-,-,-,-,-,14.07222222,77.58166667,25-05-2013 00:00,"",
6838,Penukonda,CGWB,28,Andhra Pradesh,502,ANANTAPUR,PENUKONDA,PENUKONDA,Penukonda,-,-,-,-,-,-,14.07222222,77.58166667,25-05-2014 00:00,"",
6839,Penukonda,CGWB,28,Andhra Pradesh,502,ANANTAPUR,PENUKONDA,PENUKONDA,Penukonda,-,-,-,-,-,-,14.07222222,77.58166667,25-05-2015 00:00,"",
6840,Penukonda,CGWB,28,Andhra Pradesh,502,ANANTAPUR,PENUKONDA,PENUKONDA,Penukonda,-,-,-,-,-,-,14.07222222,77.58166667,25-05-2016 00:00,"",
6841,Penukonda,CGWB,28,Andhra Pradesh,502,ANANTAPUR,PENUKONDA,PENUKONDA,Penukonda,-,-,-,-,-,-,14.07222222,77.58166667,25-05-2018 00:00,"",
6842,Penumaka,CGWB,28,Andhra Pradesh,506,GUNTUR,TADEPALLE,TADEPALLE,Penumaka,-,-,-,-,-,-,16.47833333,80.57722222,25-05-2013 00:00,"",
6843,Penumaka,CGWB,28,Andhra Pradesh,506,GUNTUR,TADEPALLE,TADEPALLE,Penumaka,-,-,-,-,-,-,16.47833333,80.57722222,25-05-2014 00:00,"",
6844,Penumaka,CGWB,28,Andhra Pradesh,506,GUNTUR,TADEPALLE,TADEPALLE,Penumaka,-,-,-,-,-,-,16.47833333,80.57722222,25-05-2015 00:00,"",
6845,Penumandra-DW13,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,PENUMANDRA,PENUMANDRA,Penumandra,-,-,-,-,-,-,16.64583333,81.64861111,25-05-2014 00:00,"",
6846,Penumandra-DW13,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,PENUMANDRA,PENUMANDRA,Penumandra,-,-,-,-,-,-,16.64583333,81.64861111,25-05-2017 00:00,"",
6847,Penumandra-DW13,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,PENUMANDRA,PENUMANDRA,Penumandra,-,-,-,-,-,-,16.64583333,81.64861111,25-05-2018 00:00,"",
6848,Penumuru,CGWB,28,Andhra Pradesh,503,CHITTOOR,PENUMURU,PENUMURU,Penumuru,-,-,-,-,-,-,13.36944444,79.19583333,25-05-2007 00:00,"",
6849,Penumuru,CGWB,28,Andhra Pradesh,503,CHITTOOR,PENUMURU,PENUMURU,Penumuru,-,-,-,-,-,-,13.36944444,79.19583333,25-05-2018 00:00,"",
6850,Peravali,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,TANUKU,TANUKU,Peravali,-,-,-,-,-,-,16.74972222,81.73722222,25-05-2000 00:00,"",
6851,Peravali,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,TANUKU,TANUKU,Peravali,-,-,-,-,-,-,16.74972222,81.73722222,25-05-2001 00:00,"",
6852,Peravali,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,TANUKU,TANUKU,Peravali,-,-,-,-,-,-,16.74972222,81.73722222,25-05-2002 00:00,"",
6853,Perumanallur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Perumanallur,-,-,-,-,-,-,,,25-05-2000 00:00,"",
6854,Perumanallur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Perumanallur,-,-,-,-,-,-,,,25-05-2001 00:00,"",
6855,Perumanallur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Perumanallur,-,-,-,-,-,-,,,25-05-2002 00:00,"",
6856,Perumanallur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Perumanallur,-,-,-,-,-,-,,,25-05-2003 00:00,"",
6857,Perumanallur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Perumanallur,-,-,-,-,-,-,,,25-05-2004 00:00,"",
6858,Perumanallur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Perumanallur,-,-,-,-,-,-,,,25-05-2006 00:00,"",
6859,Perumanallur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Perumanallur,-,-,-,-,-,-,,,25-05-2007 00:00,"",
6860,Perumanallur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Perumanallur,-,-,-,-,-,-,,,25-05-2009 00:00,"",
6861,Perumanallur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Perumanallur,-,-,-,-,-,-,,,25-05-2011 00:00,"",
6862,Perumanallur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Perumanallur,-,-,-,-,-,-,,,25-05-2015 00:00,"",
6863,Perumanallur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Perumanallur,-,-,-,-,-,-,,,25-05-2017 00:00,"",
6864,Perumanallur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Perumanallur,-,-,-,-,-,-,,,25-05-2018 00:00,"",
6865,Perupalem,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,MOGALTURU,MOGALTURU,Perupalem,-,-,-,-,-,-,16.37638889,81.58305556,25-05-2001 00:00,"",
6866,Perupalem,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,MOGALTURU,MOGALTURU,Perupalem,-,-,-,-,-,-,16.37638889,81.58305556,25-05-2002 00:00,"",
6867,Perupalem 2013DW,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,MOGALTURU,MOGALTURU,Perupalem,-,-,-,-,-,-,16.37222222,81.59166667,25-05-2013 00:00,"",
6868,Perupalem 2013DW,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,MOGALTURU,MOGALTURU,Perupalem,-,-,-,-,-,-,16.37222222,81.59166667,25-05-2014 00:00,"",
6869,Perupalem 2013DW,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,MOGALTURU,MOGALTURU,Perupalem,-,-,-,-,-,-,16.37222222,81.59166667,25-05-2015 00:00,"",
6870,Perupalem 2013DW,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,MOGALTURU,MOGALTURU,Perupalem,-,-,-,-,-,-,16.37222222,81.59166667,25-05-2016 00:00,"",
6871,Perupalem 2013DW,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,MOGALTURU,MOGALTURU,Perupalem,-,-,-,-,-,-,16.37222222,81.59166667,25-05-2017 00:00,"",
6872,Perupalem 2013DW,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,MOGALTURU,MOGALTURU,Perupalem,-,-,-,-,-,-,16.37222222,81.59166667,25-05-2018 00:00,"",
6873,Phanidharam,CGWB,28,Andhra Pradesh,506,GUNTUR,GUNTUR,GUNTUR,Phanidharam,-,-,-,-,-,-,16.36055556,80.39666667,25-05-2014 00:00,"",
6874,Phanidharam,CGWB,28,Andhra Pradesh,506,GUNTUR,GUNTUR,GUNTUR,Phanidharam,-,-,-,-,-,-,16.36055556,80.39666667,25-05-2015 00:00,"",
6875,Phanidharam,CGWB,28,Andhra Pradesh,506,GUNTUR,GUNTUR,GUNTUR,Phanidharam,-,-,-,-,-,-,16.36055556,80.39666667,25-05-2016 00:00,"",
6876,Phanidharam,CGWB,28,Andhra Pradesh,506,GUNTUR,GUNTUR,GUNTUR,Phanidharam,-,-,-,-,-,-,16.36055556,80.39666667,25-05-2017 00:00,"",
6877,Phanidharam,CGWB,28,Andhra Pradesh,506,GUNTUR,GUNTUR,GUNTUR,Phanidharam,-,-,-,-,-,-,16.36055556,80.39666667,25-05-2018 00:00,"",
6878,Pileru,CGWB,28,Andhra Pradesh,503,CHITTOOR,PILER,PILER,Pileru,-,-,-,-,-,-,13.65000000,78.94000000,25-05-2000 00:00,"",
6879,Pileru,CGWB,28,Andhra Pradesh,503,CHITTOOR,PILER,PILER,Pileru,-,-,-,-,-,-,13.65000000,78.94000000,25-05-2002 00:00,"",
6880,Pileru,CGWB,28,Andhra Pradesh,503,CHITTOOR,PILER,PILER,Pileru,-,-,-,-,-,-,13.65000000,78.94000000,25-05-2004 00:00,"",
6881,Pileru,CGWB,28,Andhra Pradesh,503,CHITTOOR,PILER,PILER,Pileru,-,-,-,-,-,-,13.65000000,78.94000000,25-05-2005 00:00,"",
6882,Pileru,CGWB,28,Andhra Pradesh,503,CHITTOOR,PILER,PILER,Pileru,-,-,-,-,-,-,13.65000000,78.94000000,25-05-2006 00:00,"",
6883,Pileru,CGWB,28,Andhra Pradesh,503,CHITTOOR,PILER,PILER,Pileru,-,-,-,-,-,-,13.65000000,78.94000000,25-05-2018 00:00,"",
6884,Pillarakuppam,CGWB,28,Andhra Pradesh,503,CHITTOOR,SRIRANGARAJUPURAM,SRIRANGARAJUPURAM,Pillarakuppam,-,-,-,-,-,-,13.30916667,79.32888889,25-05-2018 00:00,"",
6885,Pillutla,CGWB,28,Andhra Pradesh,506,GUNTUR,PIDUGURALLA,PIDUGURALLA,Pillutla,-,-,-,-,-,-,16.53861111,79.90583333,25-05-2013 00:00,"",
6886,Pillutla,CGWB,28,Andhra Pradesh,506,GUNTUR,PIDUGURALLA,PIDUGURALLA,Pillutla,-,-,-,-,-,-,16.53861111,79.90583333,25-05-2014 00:00,"",
6887,Pillutla,CGWB,28,Andhra Pradesh,506,GUNTUR,PIDUGURALLA,PIDUGURALLA,Pillutla,-,-,-,-,-,-,16.53861111,79.90583333,25-05-2015 00:00,"",
6888,Pillutla,CGWB,28,Andhra Pradesh,506,GUNTUR,PIDUGURALLA,PIDUGURALLA,Pillutla,-,-,-,-,-,-,16.53861111,79.90583333,25-05-2018 00:00,"",
6889,Pimpri Akarant,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Pimpri Akarant,-,-,-,-,-,-,21.03333333,76.10000000,25-05-2000 00:00,"",
6890,Pimpri Akarant,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Pimpri Akarant,-,-,-,-,-,-,21.03333333,76.10000000,25-05-2001 00:00,"",
6891,Pimpri Akarant,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Pimpri Akarant,-,-,-,-,-,-,21.03333333,76.10000000,25-05-2003 00:00,"",
6892,Pimpri Akarant,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Pimpri Akarant,-,-,-,-,-,-,21.03333333,76.10000000,25-05-2004 00:00,"",
6893,Pimpri Akarant,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Pimpri Akarant,-,-,-,-,-,-,21.03333333,76.10000000,25-05-2005 00:00,"",
6894,Pimpri Akarant,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Pimpri Akarant,-,-,-,-,-,-,21.03333333,76.10000000,25-05-2006 00:00,"",
6895,Pimpri Akarant,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Pimpri Akarant,-,-,-,-,-,-,21.03333333,76.10000000,25-05-2008 00:00,"",
6896,Pimpri Akarant,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Pimpri Akarant,-,-,-,-,-,-,21.03333333,76.10000000,25-05-2009 00:00,"",
6897,Pincha,CGWB,28,Andhra Pradesh,504,CUDDAPAH,T.SUNDUPALLE,T.SUNDUPALLE,Pincha,-,-,-,-,-,-,13.90000000,78.96666667,25-05-2000 00:00,"",
6898,Pincha,CGWB,28,Andhra Pradesh,504,CUDDAPAH,T.SUNDUPALLE,T.SUNDUPALLE,Pincha,-,-,-,-,-,-,13.90000000,78.96666667,25-05-2002 00:00,"",
6899,Pincha,CGWB,28,Andhra Pradesh,504,CUDDAPAH,T.SUNDUPALLE,T.SUNDUPALLE,Pincha,-,-,-,-,-,-,13.90000000,78.96666667,25-05-2004 00:00,"",
6900,Pincha,CGWB,28,Andhra Pradesh,504,CUDDAPAH,T.SUNDUPALLE,T.SUNDUPALLE,Pincha,-,-,-,-,-,-,13.90000000,78.96666667,25-05-2005 00:00,"",
6901,Pincha,CGWB,28,Andhra Pradesh,504,CUDDAPAH,T.SUNDUPALLE,T.SUNDUPALLE,Pincha,-,-,-,-,-,-,13.90000000,78.96666667,25-05-2006 00:00,"",
6902,Pincha,CGWB,28,Andhra Pradesh,504,CUDDAPAH,T.SUNDUPALLE,T.SUNDUPALLE,Pincha,-,-,-,-,-,-,13.90000000,78.96666667,25-05-2007 00:00,"",
6903,Pincha,CGWB,28,Andhra Pradesh,504,CUDDAPAH,T.SUNDUPALLE,T.SUNDUPALLE,Pincha,-,-,-,-,-,-,13.90000000,78.96666667,25-05-2008 00:00,"",
6904,Pincha,CGWB,28,Andhra Pradesh,504,CUDDAPAH,T.SUNDUPALLE,T.SUNDUPALLE,Pincha,-,-,-,-,-,-,13.90000000,78.96666667,25-05-2009 00:00,"",
6905,Pincha,CGWB,28,Andhra Pradesh,504,CUDDAPAH,T.SUNDUPALLE,T.SUNDUPALLE,Pincha,-,-,-,-,-,-,13.90000000,78.96666667,25-05-2010 00:00,"",
6906,Pincha,CGWB,28,Andhra Pradesh,504,CUDDAPAH,T.SUNDUPALLE,T.SUNDUPALLE,Pincha,-,-,-,-,-,-,13.90000000,78.96666667,25-05-2012 00:00,"",
6907,Pincha,CGWB,28,Andhra Pradesh,504,CUDDAPAH,T.SUNDUPALLE,T.SUNDUPALLE,Pincha,-,-,-,-,-,-,13.90000000,78.96666667,25-05-2013 00:00,"",
6908,Pincha,CGWB,28,Andhra Pradesh,504,CUDDAPAH,T.SUNDUPALLE,T.SUNDUPALLE,Pincha,-,-,-,-,-,-,13.90000000,78.96666667,25-05-2014 00:00,"",
6909,Pincha,CGWB,28,Andhra Pradesh,504,CUDDAPAH,T.SUNDUPALLE,T.SUNDUPALLE,Pincha,-,-,-,-,-,-,13.90000000,78.96666667,25-05-2015 00:00,"",
6910,Pincha,CGWB,28,Andhra Pradesh,504,CUDDAPAH,T.SUNDUPALLE,T.SUNDUPALLE,Pincha,-,-,-,-,-,-,13.90000000,78.96666667,25-05-2016 00:00,"",
6911,Pincha,CGWB,28,Andhra Pradesh,504,CUDDAPAH,T.SUNDUPALLE,T.SUNDUPALLE,Pincha,-,-,-,-,-,-,13.90000000,78.96666667,25-05-2017 00:00,"",
6912,Pincha,CGWB,28,Andhra Pradesh,504,CUDDAPAH,T.SUNDUPALLE,T.SUNDUPALLE,Pincha,-,-,-,-,-,-,13.90000000,78.96666667,25-05-2018 00:00,"",
