SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Temperature (ºC),Turbidity (NTU)
6913,Pinjar,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Pinjar,-,-,-,-,-,-,20.54722222,77.25555556,25-05-2000 00:00,"",
6914,Pinjar,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Pinjar,-,-,-,-,-,-,20.54722222,77.25555556,25-05-2001 00:00,"",
6915,Pinjar,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Pinjar,-,-,-,-,-,-,20.54722222,77.25555556,25-05-2002 00:00,"",
6916,Pinjar,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Pinjar,-,-,-,-,-,-,20.54722222,77.25555556,25-05-2003 00:00,"",
6917,Pinjar,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Pinjar,-,-,-,-,-,-,20.54722222,77.25555556,25-05-2004 00:00,"",
6918,Pinjar,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Pinjar,-,-,-,-,-,-,20.54722222,77.25555556,25-05-2005 00:00,"",
6919,Pinjar,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Pinjar,-,-,-,-,-,-,20.54722222,77.25555556,25-05-2006 00:00,"",
6920,Pinjar,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Pinjar,-,-,-,-,-,-,20.54722222,77.25555556,25-05-2007 00:00,"",
6921,Pinjar,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Pinjar,-,-,-,-,-,-,20.54722222,77.25555556,25-05-2008 00:00,"",
6922,Pinjar,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Pinjar,-,-,-,-,-,-,20.54722222,77.25555556,25-05-2009 00:00,"",
6923,Pinjar,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Pinjar,-,-,-,-,-,-,20.54722222,77.25555556,25-05-2010 00:00,"",
6924,Pinjar,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Pinjar,-,-,-,-,-,-,20.54722222,77.25555556,25-05-2011 00:00,"",
6925,Pinjar,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Pinjar,-,-,-,-,-,-,20.54722222,77.25555556,25-05-2013 00:00,"",
6926,Pinjar,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Pinjar,-,-,-,-,-,-,20.54722222,77.25555556,25-05-2014 00:00,"",
6927,Pinjar,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Pinjar,-,-,-,-,-,-,20.54722222,77.25555556,25-05-2016 00:00,"",
6928,Pinjar,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Pinjar,-,-,-,-,-,-,20.54722222,77.25555556,25-05-2017 00:00,"",
6929,Pinjar,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Pinjar,-,-,-,-,-,-,20.54722222,77.25555556,25-05-2018 00:00,"",
6930,Pippara-DW13,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,GANAPAVARAM,GANAPAVARAM,Pippara,-,-,-,-,-,-,16.70805556,81.54833333,25-05-2017 00:00,"",
6931,Pippara-DW13,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,GANAPAVARAM,GANAPAVARAM,Pippara,-,-,-,-,-,-,16.70805556,81.54833333,25-05-2018 00:00,"",
6932,Pirangipuram,CGWB,28,Andhra Pradesh,506,GUNTUR,PHIRANGIPURAM,PHIRANGIPURAM,Pirangipuram,-,-,-,-,-,-,16.28750000,80.25555556,25-05-2000 00:00,"",
6933,Pirangipuram,CGWB,28,Andhra Pradesh,506,GUNTUR,PHIRANGIPURAM,PHIRANGIPURAM,Pirangipuram,-,-,-,-,-,-,16.28750000,80.25555556,25-05-2002 00:00,"",
6934,Pirangipuram,CGWB,28,Andhra Pradesh,506,GUNTUR,PHIRANGIPURAM,PHIRANGIPURAM,Pirangipuram,-,-,-,-,-,-,16.28750000,80.25555556,25-05-2004 00:00,"",
6935,Pirangipuram,CGWB,28,Andhra Pradesh,506,GUNTUR,PHIRANGIPURAM,PHIRANGIPURAM,Pirangipuram,-,-,-,-,-,-,16.28750000,80.25555556,25-05-2005 00:00,"",
6936,Pirangipuram,CGWB,28,Andhra Pradesh,506,GUNTUR,PHIRANGIPURAM,PHIRANGIPURAM,Pirangipuram,-,-,-,-,-,-,16.28750000,80.25555556,25-05-2006 00:00,"",
6937,Pirangipuram,CGWB,28,Andhra Pradesh,506,GUNTUR,PHIRANGIPURAM,PHIRANGIPURAM,Pirangipuram,-,-,-,-,-,-,16.28750000,80.25555556,25-05-2007 00:00,"",
6938,Pirangipuram,CGWB,28,Andhra Pradesh,506,GUNTUR,PHIRANGIPURAM,PHIRANGIPURAM,Pirangipuram,-,-,-,-,-,-,16.28750000,80.25555556,25-05-2008 00:00,"",
6939,Pirangipuram,CGWB,28,Andhra Pradesh,506,GUNTUR,PHIRANGIPURAM,PHIRANGIPURAM,Pirangipuram,-,-,-,-,-,-,16.28750000,80.25555556,25-05-2009 00:00,"",
6940,Pirangipuram,CGWB,28,Andhra Pradesh,506,GUNTUR,PHIRANGIPURAM,PHIRANGIPURAM,Pirangipuram,-,-,-,-,-,-,16.28750000,80.25555556,25-05-2010 00:00,"",
6941,Pirangipuram,CGWB,28,Andhra Pradesh,506,GUNTUR,PHIRANGIPURAM,PHIRANGIPURAM,Pirangipuram,-,-,-,-,-,-,16.28750000,80.25555556,25-05-2011 00:00,"",
6942,Pirangipuram,CGWB,28,Andhra Pradesh,506,GUNTUR,PHIRANGIPURAM,PHIRANGIPURAM,Pirangipuram,-,-,-,-,-,-,16.28750000,80.25555556,25-05-2012 00:00,"",
6943,Pirangipuram,CGWB,28,Andhra Pradesh,506,GUNTUR,PHIRANGIPURAM,PHIRANGIPURAM,Pirangipuram,-,-,-,-,-,-,16.28750000,80.25555556,25-05-2013 00:00,"",
6944,Pirangipuram,CGWB,28,Andhra Pradesh,506,GUNTUR,PHIRANGIPURAM,PHIRANGIPURAM,Pirangipuram,-,-,-,-,-,-,16.28750000,80.25555556,25-05-2014 00:00,"",
6945,Pirangipuram,CGWB,28,Andhra Pradesh,506,GUNTUR,PHIRANGIPURAM,PHIRANGIPURAM,Pirangipuram,-,-,-,-,-,-,16.28750000,80.25555556,25-05-2015 00:00,"",
6946,Pirangipuram,CGWB,28,Andhra Pradesh,506,GUNTUR,PHIRANGIPURAM,PHIRANGIPURAM,Pirangipuram,-,-,-,-,-,-,16.28750000,80.25555556,25-05-2016 00:00,"",
6947,Pirangipuram,CGWB,28,Andhra Pradesh,506,GUNTUR,PHIRANGIPURAM,PHIRANGIPURAM,Pirangipuram,-,-,-,-,-,-,16.28750000,80.25555556,25-05-2017 00:00,"",
6948,Pirangipuram,CGWB,28,Andhra Pradesh,506,GUNTUR,PHIRANGIPURAM,PHIRANGIPURAM,Pirangipuram,-,-,-,-,-,-,16.28750000,80.25555556,25-05-2018 00:00,"",
6949,Pisapadu,CGWB,28,Andhra Pradesh,506,GUNTUR,KROSURU,KROSURU,Pisapadu,-,-,-,-,-,-,16.49722222,80.14500000,25-05-2000 00:00,"",
6950,Pisapadu,CGWB,28,Andhra Pradesh,506,GUNTUR,KROSURU,KROSURU,Pisapadu,-,-,-,-,-,-,16.49722222,80.14500000,25-05-2002 00:00,"",
6951,Pisapadu,CGWB,28,Andhra Pradesh,506,GUNTUR,KROSURU,KROSURU,Pisapadu,-,-,-,-,-,-,16.49722222,80.14500000,25-05-2004 00:00,"",
6952,Pisapadu,CGWB,28,Andhra Pradesh,506,GUNTUR,KROSURU,KROSURU,Pisapadu,-,-,-,-,-,-,16.49722222,80.14500000,25-05-2005 00:00,"",
6953,Pisapadu,CGWB,28,Andhra Pradesh,506,GUNTUR,KROSURU,KROSURU,Pisapadu,-,-,-,-,-,-,16.49722222,80.14500000,25-05-2006 00:00,"",
6954,Pisapadu,CGWB,28,Andhra Pradesh,506,GUNTUR,KROSURU,KROSURU,Pisapadu,-,-,-,-,-,-,16.49722222,80.14500000,25-05-2007 00:00,"",
6955,Pisapadu,CGWB,28,Andhra Pradesh,506,GUNTUR,KROSURU,KROSURU,Pisapadu,-,-,-,-,-,-,16.49722222,80.14500000,25-05-2008 00:00,"",
6956,Pisapadu,CGWB,28,Andhra Pradesh,506,GUNTUR,KROSURU,KROSURU,Pisapadu,-,-,-,-,-,-,16.49722222,80.14500000,25-05-2009 00:00,"",
6957,Pisapadu,CGWB,28,Andhra Pradesh,506,GUNTUR,KROSURU,KROSURU,Pisapadu,-,-,-,-,-,-,16.49722222,80.14500000,25-05-2010 00:00,"",
6958,Pisapadu,CGWB,28,Andhra Pradesh,506,GUNTUR,KROSURU,KROSURU,Pisapadu,-,-,-,-,-,-,16.49722222,80.14500000,25-05-2012 00:00,"",
6959,Pisapadu,CGWB,28,Andhra Pradesh,506,GUNTUR,KROSURU,KROSURU,Pisapadu,-,-,-,-,-,-,16.49722222,80.14500000,25-05-2013 00:00,"",
6960,Pisapadu,CGWB,28,Andhra Pradesh,506,GUNTUR,KROSURU,KROSURU,Pisapadu,-,-,-,-,-,-,16.49722222,80.14500000,25-05-2014 00:00,"",
6961,Pisapadu,CGWB,28,Andhra Pradesh,506,GUNTUR,KROSURU,KROSURU,Pisapadu,-,-,-,-,-,-,16.49722222,80.14500000,25-05-2015 00:00,"",
6962,Pisapadu,CGWB,28,Andhra Pradesh,506,GUNTUR,KROSURU,KROSURU,Pisapadu,-,-,-,-,-,-,16.49722222,80.14500000,25-05-2016 00:00,"",
6963,Pisapadu,CGWB,28,Andhra Pradesh,506,GUNTUR,KROSURU,KROSURU,Pisapadu,-,-,-,-,-,-,16.49722222,80.14500000,25-05-2017 00:00,"",
6964,Pisapadu,CGWB,28,Andhra Pradesh,506,GUNTUR,KROSURU,KROSURU,Pisapadu,-,-,-,-,-,-,16.49722222,80.14500000,25-05-2018 00:00,"",
6965,Pithapuram,CGWB,28,Andhra Pradesh,505,EAST GODAVARI,PITHAPURAM,PITHAPURAM,Pithapuram,-,-,-,-,-,-,17.11111111,82.26250000,25-05-2000 00:00,"",
6966,Pithapuram,CGWB,28,Andhra Pradesh,505,EAST GODAVARI,PITHAPURAM,PITHAPURAM,Pithapuram,-,-,-,-,-,-,17.11111111,82.26250000,25-05-2002 00:00,"",
6967,Pithapuram,CGWB,28,Andhra Pradesh,505,EAST GODAVARI,PITHAPURAM,PITHAPURAM,Pithapuram,-,-,-,-,-,-,17.11111111,82.26250000,25-05-2004 00:00,"",
6968,Pithapuram,CGWB,28,Andhra Pradesh,505,EAST GODAVARI,PITHAPURAM,PITHAPURAM,Pithapuram,-,-,-,-,-,-,17.11111111,82.26250000,25-05-2005 00:00,"",
6969,Pithapuram,CGWB,28,Andhra Pradesh,505,EAST GODAVARI,PITHAPURAM,PITHAPURAM,Pithapuram,-,-,-,-,-,-,17.11111111,82.26250000,25-05-2006 00:00,"",
6970,Pithapuram,CGWB,28,Andhra Pradesh,505,EAST GODAVARI,PITHAPURAM,PITHAPURAM,Pithapuram,-,-,-,-,-,-,17.11111111,82.26250000,25-05-2007 00:00,"",
6971,Pithapuram,CGWB,28,Andhra Pradesh,505,EAST GODAVARI,PITHAPURAM,PITHAPURAM,Pithapuram,-,-,-,-,-,-,17.11111111,82.26250000,25-05-2008 00:00,"",
6972,Pithapuram,CGWB,28,Andhra Pradesh,505,EAST GODAVARI,PITHAPURAM,PITHAPURAM,Pithapuram,-,-,-,-,-,-,17.11111111,82.26250000,25-05-2009 00:00,"",
6973,Pithapuram,CGWB,28,Andhra Pradesh,505,EAST GODAVARI,PITHAPURAM,PITHAPURAM,Pithapuram,-,-,-,-,-,-,17.11111111,82.26250000,25-05-2010 00:00,"",
6974,Pithapuram,CGWB,28,Andhra Pradesh,505,EAST GODAVARI,PITHAPURAM,PITHAPURAM,Pithapuram,-,-,-,-,-,-,17.11111111,82.26250000,25-05-2011 00:00,"",
6975,Pithapuram,CGWB,28,Andhra Pradesh,505,EAST GODAVARI,PITHAPURAM,PITHAPURAM,Pithapuram,-,-,-,-,-,-,17.11111111,82.26250000,25-05-2012 00:00,"",
6976,Pithapuram,CGWB,28,Andhra Pradesh,505,EAST GODAVARI,PITHAPURAM,PITHAPURAM,Pithapuram,-,-,-,-,-,-,17.11111111,82.26250000,25-05-2013 00:00,"",
6977,Pithapuram,CGWB,28,Andhra Pradesh,505,EAST GODAVARI,PITHAPURAM,PITHAPURAM,Pithapuram,-,-,-,-,-,-,17.11111111,82.26250000,25-05-2014 00:00,"",
6978,Pithapuram,CGWB,28,Andhra Pradesh,505,EAST GODAVARI,PITHAPURAM,PITHAPURAM,Pithapuram,-,-,-,-,-,-,17.11111111,82.26250000,25-05-2016 00:00,"",
6979,Pithapuram,CGWB,28,Andhra Pradesh,505,EAST GODAVARI,PITHAPURAM,PITHAPURAM,Pithapuram,-,-,-,-,-,-,17.11111111,82.26250000,25-05-2017 00:00,"",
6980,Pithapuram,CGWB,28,Andhra Pradesh,505,EAST GODAVARI,PITHAPURAM,PITHAPURAM,Pithapuram,-,-,-,-,-,-,17.11111111,82.26250000,25-05-2018 00:00,"",
6981,Pithapuram 2011U,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,VISAKHAPATNAM(U),VISAKHAPATNAM(U),Pithapuram,-,-,-,-,-,-,17.71527778,83.33194444,25-05-2013 00:00,"",
6982,Pithapuram 2011U,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,VISAKHAPATNAM(U),VISAKHAPATNAM(U),Pithapuram,-,-,-,-,-,-,17.71527778,83.33194444,25-05-2014 00:00,"",
6983,Pithapuram 2011U,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,VISAKHAPATNAM(U),VISAKHAPATNAM(U),Pithapuram,-,-,-,-,-,-,17.71527778,83.33194444,25-05-2015 00:00,"",
6984,Pithapuram 2011U,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,VISAKHAPATNAM(U),VISAKHAPATNAM(U),Pithapuram,-,-,-,-,-,-,17.71527778,83.33194444,25-05-2016 00:00,"",
6985,Pithapuram 2011U,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,VISAKHAPATNAM(U),VISAKHAPATNAM(U),Pithapuram,-,-,-,-,-,-,17.71527778,83.33194444,25-05-2017 00:00,"",
6986,Pithapuram 2011U,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,VISAKHAPATNAM(U),VISAKHAPATNAM(U),Pithapuram,-,-,-,-,-,-,17.71527778,83.33194444,25-05-2018 00:00,"",
6987,Pithapuram-DW13,CGWB,28,Andhra Pradesh,505,EAST GODAVARI,PITHAPURAM,PITHAPURAM,Pithapuram,-,-,-,-,-,-,16.40833333,81.79444444,25-05-2015 00:00,"",
6988,Pithapuram-DW13,CGWB,28,Andhra Pradesh,505,EAST GODAVARI,PITHAPURAM,PITHAPURAM,Pithapuram,-,-,-,-,-,-,16.40833333,81.79444444,25-05-2018 00:00,"",
6989,Podalakunta-DW14,CGWB,28,Andhra Pradesh,511,KURNOOL,KAUTALAM,KAUTALAM,Podalakunta,-,-,-,-,-,-,15.85416667,77.12083333,25-05-2014 00:00,"",
6990,Podalakunta-DW14,CGWB,28,Andhra Pradesh,511,KURNOOL,KAUTALAM,KAUTALAM,Podalakunta,-,-,-,-,-,-,15.85416667,77.12083333,25-05-2015 00:00,"",
6991,Podalakunta-DW14,CGWB,28,Andhra Pradesh,511,KURNOOL,KAUTALAM,KAUTALAM,Podalakunta,-,-,-,-,-,-,15.85416667,77.12083333,25-05-2017 00:00,"",
6992,Podalakunta-DW14,CGWB,28,Andhra Pradesh,511,KURNOOL,KAUTALAM,KAUTALAM,Podalakunta,-,-,-,-,-,-,15.85416667,77.12083333,25-05-2018 00:00,"",
6993,Podalakur,CGWB,28,Andhra Pradesh,515,NELLORE,PODALAKUR,PODALAKUR,Podalakur,-,-,-,-,-,-,14.37777778,79.73166667,25-05-2000 00:00,"",
6994,Podalakur,CGWB,28,Andhra Pradesh,515,NELLORE,PODALAKUR,PODALAKUR,Podalakur,-,-,-,-,-,-,14.37777778,79.73166667,25-05-2001 00:00,"",
6995,Podalakur,CGWB,28,Andhra Pradesh,515,NELLORE,NELLORE,NELLORE,Nellore,-,-,-,-,-,-,14.43333333,80.00000000,25-05-2001 00:00,"",
6996,Podalakur,CGWB,28,Andhra Pradesh,515,NELLORE,PODALAKUR,PODALAKUR,Podalakur,-,-,-,-,-,-,14.37777778,79.73166667,25-05-2002 00:00,"",
6997,Podalakur,CGWB,28,Andhra Pradesh,515,NELLORE,PODALAKUR,PODALAKUR,Podalakur,-,-,-,-,-,-,14.37777778,79.73166667,25-05-2005 00:00,"",
6998,Podalakur,CGWB,28,Andhra Pradesh,515,NELLORE,PODALAKUR,PODALAKUR,Podalakur,-,-,-,-,-,-,14.37777778,79.73166667,25-05-2007 00:00,"",
6999,Podalakur,CGWB,28,Andhra Pradesh,515,NELLORE,PODALAKUR,PODALAKUR,Podalakur,-,-,-,-,-,-,14.37777778,79.73166667,25-05-2008 00:00,"",
7000,Podalakur,CGWB,28,Andhra Pradesh,515,NELLORE,PODALAKUR,PODALAKUR,Podalakur,-,-,-,-,-,-,14.37777778,79.73166667,25-05-2009 00:00,"",
7001,Podalakur,CGWB,28,Andhra Pradesh,515,NELLORE,PODALAKUR,PODALAKUR,Podalakur,-,-,-,-,-,-,14.37777778,79.73166667,25-05-2010 00:00,"",
7002,Podalakur,CGWB,28,Andhra Pradesh,515,NELLORE,PODALAKUR,PODALAKUR,Podalakur,-,-,-,-,-,-,14.37777778,79.73166667,25-05-2011 00:00,"",
7003,Podalakur,CGWB,28,Andhra Pradesh,515,NELLORE,PODALAKUR,PODALAKUR,Podalakur,-,-,-,-,-,-,14.37777778,79.73166667,25-05-2012 00:00,"",
7004,Podalakur,CGWB,28,Andhra Pradesh,515,NELLORE,PODALAKUR,PODALAKUR,Podalakur,-,-,-,-,-,-,14.37777778,79.73166667,25-05-2013 00:00,"",
7005,Podalakur,CGWB,28,Andhra Pradesh,515,NELLORE,PODALAKUR,PODALAKUR,Podalakur,-,-,-,-,-,-,14.37777778,79.73166667,25-05-2014 00:00,"",
7006,Podalakur,CGWB,28,Andhra Pradesh,515,NELLORE,NELLORE,NELLORE,Nellore,-,-,-,-,-,-,14.43333333,80.00000000,25-05-2016 00:00,"",
7007,Podalakur,CGWB,28,Andhra Pradesh,515,NELLORE,NELLORE,NELLORE,Nellore,-,-,-,-,-,-,14.43333333,80.00000000,25-05-2017 00:00,"",
7008,Podalakur,CGWB,28,Andhra Pradesh,515,NELLORE,NELLORE,NELLORE,Nellore,-,-,-,-,-,-,14.43333333,80.00000000,25-05-2018 00:00,"",
7009,Podalakur2,CGWB,28,Andhra Pradesh,515,NELLORE,PODALAKUR,PODALAKUR,Podalakur,-,-,-,-,-,-,14.38638889,79.73333333,25-05-2015 00:00,"",
7010,Podili,CGWB,28,Andhra Pradesh,517,PRAKASAM,PODILI,PODILI,Podili,-,-,-,-,-,-,15.60000000,79.61666667,25-05-2000 00:00,"",
7011,Podili,CGWB,28,Andhra Pradesh,517,PRAKASAM,PODILI,PODILI,Podili,-,-,-,-,-,-,15.60000000,79.61666667,25-05-2001 00:00,"",
7012,Podili,CGWB,28,Andhra Pradesh,517,PRAKASAM,PODILI,PODILI,Podili,-,-,-,-,-,-,15.60000000,79.61666667,25-05-2002 00:00,"",
7013,Podili,CGWB,28,Andhra Pradesh,517,PRAKASAM,PODILI,PODILI,Podili,-,-,-,-,-,-,15.60000000,79.61666667,25-05-2006 00:00,"",
7014,Podili,CGWB,28,Andhra Pradesh,517,PRAKASAM,PODILI,PODILI,Podili,-,-,-,-,-,-,15.60000000,79.61666667,25-05-2007 00:00,"",
7015,Podili,CGWB,28,Andhra Pradesh,517,PRAKASAM,PODILI,PODILI,Podili,-,-,-,-,-,-,15.60000000,79.61666667,25-05-2008 00:00,"",
7016,Podili,CGWB,28,Andhra Pradesh,517,PRAKASAM,PODILI,PODILI,Podili,-,-,-,-,-,-,15.60000000,79.61666667,25-05-2009 00:00,"",
7017,Podili,CGWB,28,Andhra Pradesh,517,PRAKASAM,PODILI,PODILI,Podili,-,-,-,-,-,-,15.60000000,79.61666667,25-05-2010 00:00,"",
7018,Podili,CGWB,28,Andhra Pradesh,517,PRAKASAM,PODILI,PODILI,Podili,-,-,-,-,-,-,15.60000000,79.61666667,25-05-2011 00:00,"",
7019,Podili,CGWB,28,Andhra Pradesh,517,PRAKASAM,PODILI,PODILI,Podili,-,-,-,-,-,-,15.60000000,79.61666667,25-05-2012 00:00,"",
7020,Podili,CGWB,28,Andhra Pradesh,517,PRAKASAM,PODILI,PODILI,Podili,-,-,-,-,-,-,15.60000000,79.61666667,25-05-2013 00:00,"",
7021,Podili,CGWB,28,Andhra Pradesh,517,PRAKASAM,PODILI,PODILI,Podili,-,-,-,-,-,-,15.60000000,79.61666667,25-05-2014 00:00,"",
7022,Pokuru 2013Dw,CGWB,28,Andhra Pradesh,517,PRAKASAM,VOLETIVARIPALEM,VOLETIVARIPALEM,Pokur-Dw,-,-,-,-,-,-,15.17333333,79.82666667,25-05-2013 00:00,"",
7023,Pokuru 2013Dw,CGWB,28,Andhra Pradesh,517,PRAKASAM,VOLETIVARIPALEM,VOLETIVARIPALEM,Pokur-Dw,-,-,-,-,-,-,15.17333333,79.82666667,25-05-2014 00:00,"",
7024,Pokuru 2013Dw,CGWB,28,Andhra Pradesh,517,PRAKASAM,VOLETIVARIPALEM,VOLETIVARIPALEM,Pokur-Dw,-,-,-,-,-,-,15.17333333,79.82666667,25-05-2017 00:00,"",
7025,Polamuru-DW13,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,PENUMANDRA,PENUMANDRA,Polamuru,-,-,-,-,-,-,16.56750000,81.72805556,25-05-2013 00:00,"",
7026,Polamuru-DW13,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,PENUMANDRA,PENUMANDRA,Polamuru,-,-,-,-,-,-,16.56750000,81.72805556,25-05-2014 00:00,"",
7027,Polamuru-DW13,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,PENUMANDRA,PENUMANDRA,Polamuru,-,-,-,-,-,-,16.56750000,81.72805556,25-05-2016 00:00,"",
7028,Polamuru-DW13,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,PENUMANDRA,PENUMANDRA,Polamuru,-,-,-,-,-,-,16.56750000,81.72805556,25-05-2017 00:00,"",
7029,Polavaram,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,BUTTAYAGUDEM,BUTTAYAGUDEM,Polavaram,-,-,-,-,-,-,17.26527778,81.31861111,25-05-2000 00:00,"",
7030,Polavaram,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,BUTTAYAGUDEM,BUTTAYAGUDEM,Polavaram,-,-,-,-,-,-,17.26527778,81.31861111,25-05-2002 00:00,"",
7031,Polavaram,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,BUTTAYAGUDEM,BUTTAYAGUDEM,Polavaram,-,-,-,-,-,-,17.26527778,81.31861111,25-05-2004 00:00,"",
7032,Polavaram,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,BUTTAYAGUDEM,BUTTAYAGUDEM,Polavaram,-,-,-,-,-,-,17.26527778,81.31861111,25-05-2006 00:00,"",
7033,Polavaram,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,BUTTAYAGUDEM,BUTTAYAGUDEM,Polavaram,-,-,-,-,-,-,17.26527778,81.31861111,25-05-2007 00:00,"",
7034,Polavaram,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,BUTTAYAGUDEM,BUTTAYAGUDEM,Polavaram,-,-,-,-,-,-,17.26527778,81.31861111,25-05-2008 00:00,"",
7035,Polavaram,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,BUTTAYAGUDEM,BUTTAYAGUDEM,Polavaram,-,-,-,-,-,-,17.26527778,81.31861111,25-05-2009 00:00,"",
7036,Polavaram,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,BUTTAYAGUDEM,BUTTAYAGUDEM,Polavaram,-,-,-,-,-,-,17.26527778,81.31861111,25-05-2012 00:00,"",
7037,Polavaram,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,BUTTAYAGUDEM,BUTTAYAGUDEM,Polavaram,-,-,-,-,-,-,17.26527778,81.31861111,25-05-2016 00:00,"",
7038,Polavaram1,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,POLAVARAM,POLAVARAM,Polavaram,-,-,-,-,-,-,17.24833333,81.64222222,25-05-2000 00:00,"",
7039,Polavaram1,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,POLAVARAM,POLAVARAM,Polavaram,-,-,-,-,-,-,17.24833333,81.64222222,25-05-2001 00:00,"",
7040,Polavaram1,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,POLAVARAM,POLAVARAM,Polavaram,-,-,-,-,-,-,17.24833333,81.64222222,25-05-2002 00:00,"",
7041,Polavaram-alt,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,BUTTAYAGUDEM,BUTTAYAGUDEM,Polavaram,-,-,-,-,-,-,17.25277778,81.31944444,25-05-2010 00:00,"",
7042,Polavaram-alt,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,BUTTAYAGUDEM,BUTTAYAGUDEM,Polavaram,-,-,-,-,-,-,17.25277778,81.31944444,25-05-2011 00:00,"",
7043,Polavaram-alt,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,BUTTAYAGUDEM,BUTTAYAGUDEM,Polavaram,-,-,-,-,-,-,17.25277778,81.31944444,25-05-2013 00:00,"",
7044,Polavaram-alt,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,BUTTAYAGUDEM,BUTTAYAGUDEM,Polavaram,-,-,-,-,-,-,17.25277778,81.31944444,25-05-2014 00:00,"",
7045,Polavaram-alt,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,BUTTAYAGUDEM,BUTTAYAGUDEM,Polavaram,-,-,-,-,-,-,17.25277778,81.31944444,25-05-2015 00:00,"",
7046,Polavaram-alt,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,BUTTAYAGUDEM,BUTTAYAGUDEM,Polavaram,-,-,-,-,-,-,17.25277778,81.31944444,25-05-2017 00:00,"",
7047,Polavaram-alt,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,BUTTAYAGUDEM,BUTTAYAGUDEM,Polavaram,-,-,-,-,-,-,17.25277778,81.31944444,25-05-2018 00:00,"",
7048,Polavaram D-DW13,CGWB,28,Andhra Pradesh,505,EAST GODAVARI,TUNI,TUNI,Polavaram D,-,-,-,-,-,-,17.42861111,82.52555556,25-05-2014 00:00,"",
7049,Polavaram D-DW13,CGWB,28,Andhra Pradesh,505,EAST GODAVARI,TUNI,TUNI,Polavaram D,-,-,-,-,-,-,17.42861111,82.52555556,25-05-2016 00:00,"",
7050,Polukonda,CGWB,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,GUDIVADA,Polukonda,-,-,-,-,-,-,16.42833333,81.06472222,25-05-2013 00:00,"",
7051,Polukonda,CGWB,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,GUDIVADA,Polukonda,-,-,-,-,-,-,16.42833333,81.06472222,25-05-2014 00:00,"",
7052,Polukonda,CGWB,28,Andhra Pradesh,510,KRISHNA,GUDIVADA,GUDIVADA,Polukonda,-,-,-,-,-,-,16.42833333,81.06472222,25-05-2015 00:00,"",
